<http://dbpedia.org/resource/Tang_Yi>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Tang_Yi>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Liu_Lan>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Liu_Lan>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Viktoria_Komova>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Viktoria_Komova>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/He_Jianbin>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/He_Jianbin>,http://dbpedia.org/property/caps,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Oleg_Stepko>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,2,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Oleg_Stepko>,http://dbpedia.org/property/caps,2,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Tan_Sixin>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,2,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Tan_Sixin>,http://dbpedia.org/property/caps,2,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Bai_Anqi>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Bai_Anqi>,http://dbpedia.org/property/caps,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Bogl%C3%A1rka_Kap%C3%A1s>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Bogl%C3%A1rka_Kap%C3%A1s>,http://dbpedia.org/property/caps,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Andrii_Govorov>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Andrii_Govorov>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Edoardo_Luperi>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Edoardo_Luperi>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Koki_Niwa>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Koki_Niwa>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Liu_Jiao_(diver)>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Liu_Jiao_(diver)>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Odane_Skeen>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Odane_Skeen>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Qiu_Bo>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Qiu_Bo>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Yana_Egorian>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Yana_Egorian>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Kenneth_To>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,3,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Kenneth_To>,http://dbpedia.org/property/caps,3,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Chad_le_Clos>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,3,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Chad_le_Clos>,http://dbpedia.org/property/caps,3,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Daryna_Zevina>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Daryna_Zevina>,http://dbpedia.org/property/caps,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Tera_van_Beilen>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Tera_van_Beilen>,http://dbpedia.org/property/caps,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Rachel_Nicol>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Rachel_Nicol>,http://dbpedia.org/property/caps,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Carlotta_Ferlito>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Carlotta_Ferlito>,http://dbpedia.org/property/caps,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Tang_Yi>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Liu_Lan>,http://dbpedia.org/property/goals,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Viktoria_Komova>,http://dbpedia.org/property/goals,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/He_Jianbin>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Oleg_Stepko>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Tan_Sixin>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Bai_Anqi>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Bogl%C3%A1rka_Kap%C3%A1s>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Andrii_Govorov>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Edoardo_Luperi>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Koki_Niwa>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Liu_Jiao_(diver)>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Odane_Skeen>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Qiu_Bo>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Yana_Egorian>,http://dbpedia.org/property/goals,0,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Kenneth_To>,http://dbpedia.org/property/goals,2,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Chad_le_Clos>,http://dbpedia.org/property/goals,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Daryna_Zevina>,http://dbpedia.org/property/goals,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Tera_van_Beilen>,http://dbpedia.org/property/goals,1,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Rachel_Nicol>,http://dbpedia.org/property/goals,2,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/Carlotta_Ferlito>,http://dbpedia.org/property/goals,2,0.03,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/China_at_the_2010_Summer_Youth_Olympics>,http://dbpedia.org/property/rank,6,0.06,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/China_at_the_2010_Summer_Youth_Olympics>,http://dbpedia.org/ontology/wikiPageInLinkCountCleaned,6,0.12,List of 2010 Summer Youth Olympics medal winners
<http://dbpedia.org/resource/China_at_the_2010_Summer_Youth_Olympics>,http://dbpedia.org/property/bronze,6,0.03,List of 2010 Summer Youth Olympics medal winners
